ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat
res_00003655_2,chatbot_extended,chatbot,0,1,0,0,1,Low,Social Value,Social Value,,,,5,0,0,desktop,1,0,JPN,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
res_00003656_1,chatbot_extended,chatbot,0,1,1,0,2,Low,Social Value,Social Value,,,,5,0,1,desktop,1,1,JPN,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
res_00003656_2,chatbot_extended,chatbot,0,0,1,0,1,High,Social Value,Social Value,,,,5,0,0,desktop,1,0,JPN,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
res_00003657_1,chatbot_extended,chatbot,0,0,1,0,2,Young,Age,Age,,,,2,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
res_00003657_2,chatbot_extended,chatbot,0,1,1,0,1,Old,Age,Age,,,,2,0,0,desktop,1,0,JPN,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003658_1,chatbot_extended,chatbot,0,1,1,0,0,Hoomans,Species,Species,,,,5,0,1,desktop,1,1,JPN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0
res_00003658_2,chatbot_extended,chatbot,0,0,1,0,0,Pets,Species,Species,,,,5,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
res_00003659_1,chatbot_extended,chatbot,0,0,1,0,0,Low,Social Value,Social Value,,,,3,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
res_00003659_2,chatbot_extended,chatbot,0,1,1,0,0,High,Social Value,Social Value,,,,3,0,0,desktop,1,0,JPN,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
res_00003660_1,chatbot_extended,chatbot,0,0,0,1,0,Female,Gender,Gender,,,,2,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
res_00003660_2,chatbot_extended,chatbot,0,1,0,0,0,Male,Gender,Gender,,,,2,0,0,desktop,1,0,JPN,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
res_00003661_1,chatbot_extended,chatbot,0,1,1,0,2,Fat,Fitness,Fitness,,,,4,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
res_00003661_2,chatbot_extended,chatbot,0,0,1,0,1,Fit,Fitness,Fitness,,,,4,0,0,desktop,1,0,JPN,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
res_00003662_1,chatbot_extended,chatbot,0,1,1,0,1,Young,Age,Age,,,,4,0,1,desktop,1,1,JPN,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
res_00003662_2,chatbot_extended,chatbot,0,0,1,0,2,Old,Age,Age,,,,4,0,0,desktop,1,0,JPN,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003663_1,chatbot_extended,chatbot,0,1,0,1,0,Fat,Fitness,Fitness,,,,4,0,1,desktop,1,1,JPN,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
res_00003663_2,chatbot_extended,chatbot,0,0,0,0,2,Fit,Fitness,Fitness,,,,4,0,0,desktop,1,0,JPN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
res_00003664_1,chatbot_extended,chatbot,0,0,0,1,0,High,Social Value,Social Value,,,,1,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
res_00003664_2,chatbot_extended,chatbot,0,1,0,0,0,Low,Social Value,Social Value,,,,1,0,0,desktop,1,0,JPN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003665_1,chatbot_extended,chatbot,0,0,1,0,2,Female,Gender,Gender,,,,1,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003665_2,chatbot_extended,chatbot,0,1,1,0,1,Male,Gender,Gender,,,,1,0,0,desktop,1,0,JPN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003666_1,chatbot_extended,chatbot,0,1,0,1,0,High,Social Value,Social Value,,,,2,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
res_00003666_2,chatbot_extended,chatbot,0,0,0,0,0,Low,Social Value,Social Value,,,,2,0,0,desktop,1,0,JPN,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
res_00003667_1,chatbot_extended,chatbot,0,0,1,0,0,Female,Gender,Gender,,,,2,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
res_00003667_2,chatbot_extended,chatbot,0,1,1,0,0,Male,Gender,Gender,,,,2,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
res_00003668_1,chatbot_extended,chatbot,0,0,0,1,0,Pets,Species,Species,,,,5,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
res_00003668_2,chatbot_extended,chatbot,0,1,0,0,1,Hoomans,Species,Species,,,,5,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
res_00003669_1,chatbot_extended,chatbot,0,1,1,0,1,Female,Gender,Gender,,,,2,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
res_00003669_2,chatbot_extended,chatbot,0,0,1,0,2,Male,Gender,Gender,,,,2,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
res_00003670_1,chatbot_extended,chatbot,0,1,0,1,0,More,Utilitarian,Utilitarian,,,,5,2,0,desktop,1,1,JPN,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
res_00003670_2,chatbot_extended,chatbot,0,0,0,0,2,Less,Utilitarian,Utilitarian,,,,3,2,1,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
res_00003671_1,chatbot_extended,chatbot,0,1,1,0,0,Fat,Fitness,Fitness,,,,2,0,1,desktop,1,1,JPN,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
res_00003671_2,chatbot_extended,chatbot,0,0,1,0,0,Fit,Fitness,Fitness,,,,2,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
res_00003672_1,chatbot_extended,chatbot,0,0,0,1,0,Female,Gender,Gender,,,,3,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
res_00003672_2,chatbot_extended,chatbot,0,1,0,0,1,Male,Gender,Gender,,,,3,0,0,desktop,1,0,JPN,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
res_00003673_1,chatbot_extended,chatbot,0,0,0,1,0,Young,Age,Age,,,,5,0,1,desktop,1,1,JPN,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003673_2,chatbot_extended,chatbot,0,1,0,0,1,Old,Age,Age,,,,5,0,0,desktop,1,0,JPN,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003674_1,chatbot_extended,chatbot,0,1,0,1,0,High,Social Value,Social Value,,,,3,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
res_00003674_2,chatbot_extended,chatbot,0,0,0,0,0,Low,Social Value,Social Value,,,,3,0,0,desktop,1,0,JPN,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
res_00003675_1,chatbot_extended,chatbot,0,0,1,0,2,Female,Gender,Gender,,,,1,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003675_2,chatbot_extended,chatbot,0,1,1,0,1,Male,Gender,Gender,,,,1,0,0,desktop,1,0,JPN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003676_1,chatbot_extended,chatbot,0,0,1,0,2,Young,Age,Age,,,,2,0,1,desktop,1,1,JPN,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003676_2,chatbot_extended,chatbot,0,1,1,0,1,Old,Age,Age,,,,2,0,0,desktop,1,0,JPN,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003677_1,chatbot_extended,chatbot,0,0,1,0,2,Hoomans,Species,Species,,,,4,0,1,desktop,1,1,JPN,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
res_00003677_2,chatbot_extended,chatbot,0,1,1,0,1,Pets,Species,Species,,,,4,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
res_00003678_1,chatbot_extended,chatbot,0,0,0,1,0,Fit,Fitness,Fitness,,,,3,0,1,desktop,1,1,JPN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
res_00003678_2,chatbot_extended,chatbot,0,1,0,0,1,Fat,Fitness,Fitness,,,,3,0,0,desktop,1,0,JPN,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
res_00003679_1,chatbot_extended,chatbot,0,0,1,0,0,Hoomans,Species,Species,,,,5,0,1,desktop,1,1,JPN,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0
res_00003679_2,chatbot_extended,chatbot,0,1,1,0,0,Pets,Species,Species,,,,5,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
res_00003680_1,chatbot_extended,chatbot,0,1,1,0,0,Low,Social Value,Social Value,,,,2,0,1,desktop,1,1,JPN,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
res_00003680_2,chatbot_extended,chatbot,0,0,1,0,0,High,Social Value,Social Value,,,,2,0,0,desktop,1,0,JPN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
res_00003681_1,chatbot_extended,chatbot,0,0,1,0,0,Fat,Fitness,Fitness,,,,1,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
res_00003681_2,chatbot_extended,chatbot,0,1,1,0,0,Fit,Fitness,Fitness,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
res_00003682_1,chatbot_extended,chatbot,0,0,0,1,0,More,Utilitarian,Utilitarian,,,,5,1,1,desktop,1,1,JPN,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
res_00003682_2,chatbot_extended,chatbot,0,1,0,0,1,Less,Utilitarian,Utilitarian,,,,4,1,0,desktop,1,0,JPN,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
res_00003683_1,chatbot_extended,chatbot,0,1,1,0,2,Low,Social Value,Social Value,,,,4,0,1,desktop,1,1,JPN,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
res_00003683_2,chatbot_extended,chatbot,0,0,1,0,1,High,Social Value,Social Value,,,,4,0,0,desktop,1,0,JPN,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
res_00003684_1,chatbot_extended,chatbot,0,1,1,0,1,Fat,Fitness,Fitness,,,,2,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
res_00003684_2,chatbot_extended,chatbot,0,0,1,0,2,Fit,Fitness,Fitness,,,,2,0,0,desktop,1,0,JPN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
res_00003685_1,chatbot_extended,chatbot,0,0,1,0,2,Fat,Fitness,Fitness,,,,2,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
res_00003685_2,chatbot_extended,chatbot,0,1,1,0,1,Fit,Fitness,Fitness,,,,2,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
res_00003686_1,chatbot_extended,chatbot,0,1,1,0,1,Fat,Fitness,Fitness,,,,1,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
res_00003686_2,chatbot_extended,chatbot,0,0,1,0,2,Fit,Fitness,Fitness,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
res_00003687_1,chatbot_extended,chatbot,0,0,1,0,2,Low,Social Value,Social Value,,,,2,0,1,desktop,1,1,JPN,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003687_2,chatbot_extended,chatbot,0,1,1,0,1,High,Social Value,Social Value,,,,2,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
res_00003688_1,chatbot_extended,chatbot,0,0,1,0,2,Less,Utilitarian,Utilitarian,,,,2,1,1,desktop,1,1,JPN,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003688_2,chatbot_extended,chatbot,0,1,1,0,1,More,Utilitarian,Utilitarian,,,,3,1,0,desktop,1,0,JPN,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003689_1,chatbot_extended,chatbot,0,0,0,1,0,Young,Age,Age,,,,2,0,1,desktop,1,1,JPN,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003689_2,chatbot_extended,chatbot,0,1,0,0,0,Old,Age,Age,,,,2,0,0,desktop,1,0,JPN,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003690_1,chatbot_extended,chatbot,0,0,0,1,0,Young,Age,Age,,,,3,0,1,desktop,1,1,JPN,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003690_2,chatbot_extended,chatbot,0,1,0,0,1,Old,Age,Age,,,,3,0,0,desktop,1,0,JPN,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003691_1,chatbot_extended,chatbot,0,1,1,0,0,Fat,Fitness,Fitness,,,,4,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
res_00003691_2,chatbot_extended,chatbot,0,0,1,0,0,Fit,Fitness,Fitness,,,,4,0,0,desktop,1,0,JPN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
res_00003692_1,chatbot_extended,chatbot,0,0,0,1,0,Young,Age,Age,,,,4,0,1,desktop,1,1,JPN,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
res_00003692_2,chatbot_extended,chatbot,0,1,0,0,1,Old,Age,Age,,,,4,0,0,desktop,1,0,JPN,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003693_1,chatbot_extended,chatbot,0,1,1,0,0,Hoomans,Species,Species,,,,3,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
res_00003693_2,chatbot_extended,chatbot,0,0,1,0,0,Pets,Species,Species,,,,3,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
res_00003694_1,chatbot_extended,chatbot,0,0,0,1,0,Low,Social Value,Social Value,,,,3,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
res_00003694_2,chatbot_extended,chatbot,0,1,0,0,0,High,Social Value,Social Value,,,,3,0,0,desktop,1,0,JPN,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
res_00003695_1,chatbot_extended,chatbot,0,0,0,1,0,Pets,Species,Species,,,,2,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
res_00003695_2,chatbot_extended,chatbot,0,1,0,0,0,Hoomans,Species,Species,,,,2,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
res_00003696_1,chatbot_extended,chatbot,0,1,0,1,0,Fit,Fitness,Fitness,,,,4,0,0,desktop,1,1,JPN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
res_00003696_2,chatbot_extended,chatbot,0,0,0,0,0,Fat,Fitness,Fitness,,,,4,0,1,desktop,1,0,JPN,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
res_00003697_1,chatbot_extended,chatbot,0,1,0,1,0,Fit,Fitness,Fitness,,,,4,0,0,desktop,1,1,JPN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
res_00003697_2,chatbot_extended,chatbot,0,0,0,0,2,Fat,Fitness,Fitness,,,,4,0,1,desktop,1,0,JPN,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
res_00003698_1,chatbot_extended,chatbot,0,1,0,1,0,Female,Gender,Gender,,,,1,0,0,desktop,1,1,JPN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
res_00003698_2,chatbot_extended,chatbot,0,0,0,0,0,Male,Gender,Gender,,,,1,0,1,desktop,1,0,JPN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003699_1,chatbot_extended,chatbot,0,1,0,1,0,Low,Social Value,Social Value,,,,4,0,1,desktop,1,1,JPN,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
res_00003699_2,chatbot_extended,chatbot,0,0,0,0,2,High,Social Value,Social Value,,,,4,0,0,desktop,1,0,JPN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
res_00003700_1,chatbot_extended,chatbot,0,0,0,1,0,Female,Gender,Gender,,,,5,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0
res_00003700_2,chatbot_extended,chatbot,0,1,0,0,2,Male,Gender,Gender,,,,5,0,0,desktop,1,0,JPN,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0
res_00003701_1,chatbot_extended,chatbot,0,1,0,1,0,Male,Gender,Gender,,,,2,0,0,desktop,1,1,JPN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
res_00003701_2,chatbot_extended,chatbot,0,0,0,0,0,Female,Gender,Gender,,,,2,0,1,desktop,1,0,JPN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
res_00003702_1,chatbot_extended,chatbot,0,1,1,0,1,Hoomans,Species,Species,,,,2,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
res_00003702_2,chatbot_extended,chatbot,0,0,1,0,2,Pets,Species,Species,,,,2,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
res_00003703_1,chatbot_extended,chatbot,0,0,0,1,0,More,Utilitarian,Utilitarian,,,,5,3,1,desktop,1,1,JPN,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
res_00003703_2,chatbot_extended,chatbot,0,1,0,0,0,Less,Utilitarian,Utilitarian,,,,2,3,0,desktop,1,0,JPN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
res_00003704_1,chatbot_extended,chatbot,0,1,0,1,0,Less,Utilitarian,Utilitarian,,,,4,1,0,desktop,1,1,JPN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
res_00003704_2,chatbot_extended,chatbot,0,0,0,0,1,More,Utilitarian,Utilitarian,,,,5,1,1,desktop,1,0,JPN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
res_00003705_1,chatbot_extended,chatbot,0,1,1,0,1,Young,Age,Age,,,,1,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
res_00003705_2,chatbot_extended,chatbot,0,0,1,0,2,Old,Age,Age,,,,1,0,0,desktop,1,0,JPN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003706_1,chatbot_extended,chatbot,0,0,1,0,2,Young,Age,Age,,,,1,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003706_2,chatbot_extended,chatbot,0,1,1,0,1,Old,Age,Age,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003707_1,chatbot_extended,chatbot,0,1,1,0,0,Fat,Fitness,Fitness,,,,4,0,1,desktop,1,1,JPN,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
res_00003707_2,chatbot_extended,chatbot,0,0,1,0,0,Fit,Fitness,Fitness,,,,4,0,0,desktop,1,0,JPN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
res_00003708_1,chatbot_extended,chatbot,0,0,0,1,0,Young,Age,Age,,,,3,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
res_00003708_2,chatbot_extended,chatbot,0,1,0,0,0,Old,Age,Age,,,,3,0,0,desktop,1,0,JPN,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003709_1,chatbot_extended,chatbot,0,1,1,0,2,Young,Age,Age,,,,5,0,1,desktop,1,1,JPN,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
res_00003709_2,chatbot_extended,chatbot,0,0,1,0,1,Old,Age,Age,,,,5,0,0,desktop,1,0,JPN,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003710_1,chatbot_extended,chatbot,0,1,0,1,0,Fit,Fitness,Fitness,,,,3,0,0,desktop,1,1,JPN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
res_00003710_2,chatbot_extended,chatbot,0,0,0,0,1,Fat,Fitness,Fitness,,,,3,0,1,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
res_00003711_1,chatbot_extended,chatbot,0,0,1,0,0,Hoomans,Species,Species,,,,4,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
res_00003711_2,chatbot_extended,chatbot,0,1,1,0,0,Pets,Species,Species,,,,4,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
res_00003712_1,chatbot_extended,chatbot,0,1,1,0,2,Female,Gender,Gender,,,,3,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
res_00003712_2,chatbot_extended,chatbot,0,0,1,0,1,Male,Gender,Gender,,,,3,0,0,desktop,1,0,JPN,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
res_00003713_1,chatbot_extended,chatbot,0,0,0,1,0,Female,Gender,Gender,,,,2,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
res_00003713_2,chatbot_extended,chatbot,0,1,0,0,0,Male,Gender,Gender,,,,2,0,0,desktop,1,0,JPN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003714_1,chatbot_extended,chatbot,0,1,0,1,0,Female,Gender,Gender,,,,5,0,1,desktop,1,1,JPN,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
res_00003714_2,chatbot_extended,chatbot,0,0,0,0,1,Male,Gender,Gender,,,,5,0,0,desktop,1,0,JPN,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003715_1,chatbot_extended,chatbot,0,0,1,0,1,Female,Gender,Gender,,,,3,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
res_00003715_2,chatbot_extended,chatbot,0,1,1,0,2,Male,Gender,Gender,,,,3,0,0,desktop,1,0,JPN,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
res_00003716_1,chatbot_extended,chatbot,0,1,1,0,2,Hoomans,Species,Species,,,,5,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0
res_00003716_2,chatbot_extended,chatbot,0,0,1,0,1,Pets,Species,Species,,,,5,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
res_00003717_1,chatbot_extended,chatbot,0,1,0,1,0,More,Utilitarian,Utilitarian,,,,2,1,0,desktop,1,1,JPN,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
res_00003717_2,chatbot_extended,chatbot,0,0,0,0,1,Less,Utilitarian,Utilitarian,,,,1,1,1,desktop,1,0,JPN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003718_1,chatbot_extended,chatbot,0,0,1,0,2,Fat,Fitness,Fitness,,,,2,0,1,desktop,1,1,JPN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003718_2,chatbot_extended,chatbot,0,1,1,0,1,Fit,Fitness,Fitness,,,,2,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
res_00003719_1,chatbot_extended,chatbot,0,0,1,0,0,Low,Social Value,Social Value,,,,1,0,1,desktop,1,1,JPN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
res_00003719_2,chatbot_extended,chatbot,0,1,1,0,0,High,Social Value,Social Value,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
res_00003720_1,chatbot_extended,chatbot,0,1,1,0,1,Young,Age,Age,,,,5,0,1,desktop,1,1,JPN,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
res_00003720_2,chatbot_extended,chatbot,0,0,1,0,2,Old,Age,Age,,,,5,0,0,desktop,1,0,JPN,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
